Time,Cmax
20.61,103.2
20.63,103.2
20.64,103.2
20.66,103.2
20.68,103.2
20.69,103.2
20.71,103.2
20.72,103.2
20.74,103.2
20.76,103.2
20.77,103.2
20.79,103.2
20.8,103.2
20.82,103.2
20.84,103.2
20.85,103.2
20.87,103.2
20.88,103.2
20.9,103.2
20.92,103.2
20.93,103.2
20.95,103.2
20.96,103.2
20.98,103.2
21.0,103.2
21.01,103.2
21.03,103.2
21.04,103.2
21.06,103.2
21.08,103.2
21.09,103.2
21.11,103.2
21.12,103.2
21.14,103.2
21.16,103.2
21.17,103.2
21.19,103.2
21.2,103.2
21.22,103.2
21.23,103.2
21.25,103.2
21.27,103.2
21.28,103.2
21.3,103.2
21.31,103.2
21.33,103.2
21.35,103.2
21.36,103.2
21.38,103.2
21.39,103.2
21.41,103.2
21.43,103.2
21.44,103.2
21.46,103.2
21.47,103.2
21.49,103.2
21.51,103.2
21.52,103.2
21.54,103.2
21.55,103.2
21.57,103.2
21.59,103.2
21.6,103.2
21.62,103.2
21.63,103.2
21.65,103.2
21.66,103.2
21.68,103.2
21.7,103.2
21.71,103.2
21.73,103.2
21.74,103.2
21.76,103.2
21.78,103.2
21.79,103.2
21.81,103.2
21.82,103.2
21.84,103.2
21.86,103.2
21.87,103.2
21.89,103.2
21.9,103.2
21.92,103.2
21.94,103.2
21.95,103.2
21.97,103.2
21.98,103.2
22.0,103.2
22.02,103.2
22.03,103.2
22.05,103.2
22.06,103.2
22.08,103.2
22.1,103.2
22.11,103.2
22.13,103.2
22.14,103.2
22.16,103.2
22.18,103.2
22.19,103.2
22.21,103.2
22.22,103.2
22.24,103.2
22.25,103.2
22.27,103.2
22.29,103.2
22.3,103.2
22.32,103.2
22.33,103.2
22.35,103.2
22.37,103.2
22.38,103.2
22.4,103.2
22.41,103.2
22.43,103.2
22.45,103.2
22.46,103.2
22.48,103.2
22.49,103.2
22.51,103.2
22.53,103.2
22.54,103.2
22.56,103.2
22.57,103.2
22.59,103.2
22.6,103.2
22.62,103.2
22.64,103.2
22.65,103.2
22.67,103.2
22.68,103.2
22.7,103.2
22.72,103.2
22.73,103.2
22.75,103.2
22.76,103.2
22.78,103.2
22.8,103.2
22.81,103.2
22.83,103.2
22.84,103.2
22.86,103.2
22.88,103.2
22.89,103.2
22.91,103.2
22.92,103.2
22.94,103.2
22.95,103.2
22.97,103.2
22.99,103.2
23.0,103.2
23.02,103.2
23.03,103.2
23.05,103.2
23.07,103.2
23.08,103.2
23.1,103.2
23.11,103.2
23.13,103.2
23.15,103.2
23.16,103.2
23.18,103.2
23.19,103.2
23.21,103.2
23.23,103.2
23.24,103.2
23.26,103.2
23.27,103.2
23.29,103.2
23.31,103.2
23.32,103.2
23.34,103.2
23.35,103.2
23.37,103.2
23.38,103.2
23.4,103.2
23.42,103.2
23.43,103.2
23.45,103.2
23.46,103.2
23.48,103.2
23.5,103.2
23.51,103.2
23.53,103.2
23.54,103.2
23.56,103.2
23.58,103.2
23.59,103.2
23.61,103.2
23.62,103.2
23.64,103.2
23.66,103.2
23.67,103.2
23.69,103.2
23.7,103.2
23.72,103.2
23.74,103.2
23.75,103.2
23.77,103.2
23.78,103.2
23.8,103.2
23.82,103.2
23.83,103.2
23.85,103.2
23.86,103.2
23.88,103.2
23.9,103.2
23.91,103.2
23.93,103.2
23.94,103.2
23.96,103.2
23.97,103.2
23.99,103.2
24.01,103.2
24.02,103.2
24.04,103.2
24.05,103.2
24.07,103.2
24.09,103.2
24.1,103.2
24.12,103.2
24.13,103.2
24.15,103.2
24.17,103.2
24.18,103.2
24.2,103.2
24.21,103.2
24.23,103.2
24.25,103.2
24.26,103.2
24.28,103.2
24.29,103.2
24.31,103.2
24.33,103.2
24.34,103.2
24.36,103.2
24.37,103.2
24.39,103.2
24.41,103.2
24.42,103.2
24.44,103.2
24.45,103.2
24.47,103.2
24.49,103.2
24.5,103.2
24.52,103.2
24.53,103.2
24.55,103.2
24.57,103.2
24.58,103.2
24.6,103.2
24.61,103.2
24.63,103.2
24.65,103.2
24.66,103.2
24.68,103.2
24.69,103.2
24.71,103.2
24.73,103.2
24.74,103.2
24.76,103.2
24.77,103.2
24.79,103.2
24.81,103.2
24.82,103.2
24.84,103.2
24.85,103.2
24.87,103.2
24.88,103.2
24.9,103.2
24.92,103.2
24.93,103.2
24.95,103.2
24.96,103.2
24.98,103.2
25.0,103.2
25.01,103.2
25.03,103.2
25.04,103.2
25.06,103.2
25.08,103.2
25.09,103.2
25.11,103.2
25.12,103.2
25.14,103.2
25.16,103.2
25.17,103.2
25.19,103.2
25.2,103.2
25.22,103.2
25.24,103.2
25.25,103.2
25.27,103.2
25.28,103.2
25.3,103.2
25.31,103.2
25.33,103.2
25.35,103.2
25.36,103.2
25.38,103.2
25.39,103.2
25.41,103.2
25.43,103.2
25.44,103.2
25.46,103.2
25.47,103.2
25.49,103.2
25.51,103.2
25.52,103.2
25.54,103.2
25.55,103.2
25.57,103.2
25.59,103.2
25.6,103.2
25.62,103.2
25.63,103.2
25.65,103.2
25.67,103.2
25.68,103.2
25.7,103.2
25.71,103.2
25.73,103.2
25.74,103.2
25.76,103.2
25.78,103.2
25.79,103.2
25.81,103.2
25.82,103.2
25.84,103.2
25.86,103.2
25.87,103.2
25.89,103.2
25.9,103.2
25.92,103.2
25.94,103.2
25.95,103.2
25.97,103.2
25.98,103.2
26.0,103.2
26.01,103.2
26.02,103.2
26.03,103.2
26.04,103.2
26.06,103.2
26.07,103.2
26.08,103.2
26.09,103.2
26.1,103.2
26.11,103.2
26.13,103.2
26.14,103.2
26.15,103.2
26.17,103.2
26.19,103.2
26.21,103.2
26.22,103.2
26.24,103.2
26.25,103.2
26.27,103.2
26.29,103.2
26.3,103.2
26.32,103.2
26.33,103.2
26.35,103.2
26.37,103.2
26.38,103.2
26.4,103.2
26.41,103.2
26.43,103.2
26.45,103.2
26.46,103.2
26.47,103.2
26.48,103.2
26.51,103.2
26.52,103.2
26.54,103.2
26.55,103.2
26.57,103.2
26.59,103.2
26.6,103.2
26.61,103.2
26.64,103.2
26.65,103.2
26.67,103.2
26.68,103.2
26.7,103.2
26.72,103.2
26.73,103.2
26.75,103.2
26.76,103.2
26.78,103.2
26.8,103.2
26.83,103.2
26.84,103.2
26.86,103.2
26.87,103.2
26.89,103.2
26.9,103.2
26.91,103.2
26.94,103.2
26.95,103.2
26.97,103.2
26.99,103.2
27.0,103.2
27.02,103.2
27.03,103.2
27.05,103.2
27.06,103.2
27.08,103.2
27.1,103.2
27.11,103.2
27.12,103.2
27.14,103.2
27.16,103.2
27.18,103.2
27.19,103.2
27.21,103.2
27.22,103.2
27.24,103.2
27.26,103.2
27.27,103.2
27.29,103.2
27.3,103.2
27.32,103.2
27.34,103.2
27.35,103.2
27.37,103.2
27.38,103.2
27.4,103.2
27.42,103.2
27.43,103.2
27.45,103.2
27.46,103.2
27.48,103.2
27.5,103.2
27.51,103.2
27.53,103.2
27.54,103.2
27.56,103.2
27.58,103.2
27.59,103.2
27.61,103.2
27.62,103.2
27.64,103.2
27.66,103.2
27.67,103.2
27.69,103.2
27.7,103.2
27.72,103.2
27.73,103.2
27.75,103.2
27.77,103.2
27.78,103.2
27.8,103.2
27.81,103.2
27.83,103.2
27.85,103.2
27.86,103.2
27.88,103.2
27.9,103.2
27.91,103.2
27.93,103.2
27.94,103.2
27.96,103.2
27.98,103.2
27.99,103.2
28.01,103.2
28.02,103.2
28.04,103.2
28.05,103.2
28.07,103.2
28.09,103.2
28.1,103.2
28.12,103.2
28.13,103.2
28.15,103.2
28.17,103.2
28.18,103.2
28.2,103.2
28.21,103.2
28.23,103.2
28.25,103.2
28.26,103.2
28.28,103.2
28.29,103.2
28.31,103.2
28.33,103.2
28.34,103.2
28.36,103.2
28.37,103.2
28.39,103.2
28.4,103.2
28.42,103.2
28.44,103.2
28.45,103.2
28.47,103.2
28.48,103.2
28.5,103.2
28.52,103.2
28.53,103.2
28.55,103.2
28.56,103.2
28.58,103.2
28.6,103.2
28.61,103.2
28.63,103.2
28.64,103.2
28.66,103.2
28.67,103.2
28.69,103.2
28.71,103.2
28.72,103.2
28.74,103.2
28.75,103.2
28.77,103.2
28.79,103.2
28.8,103.2
28.82,103.2
28.83,103.2
28.85,103.2
28.87,103.2
28.88,103.2
28.9,103.2
28.91,103.2
28.93,103.2
28.95,103.2
28.96,103.2
28.98,103.2
28.99,103.2
29.01,103.2
29.03,103.2
29.04,103.2
29.06,103.2
29.07,103.2
29.09,103.2
29.11,103.2
29.12,103.2
29.14,103.2
29.15,103.2
29.17,103.2
29.19,103.2
29.2,103.2
29.22,103.2
29.23,103.2
29.25,103.2
29.27,103.2
29.28,103.2
29.3,103.2
29.31,103.2
29.33,103.2
29.35,103.2
29.36,103.2
29.38,103.2
29.39,103.2
29.41,103.2
29.42,103.2
29.44,103.2
29.46,103.2
29.47,103.2
29.49,103.2
29.5,103.2
29.52,103.2
29.54,103.2
29.55,103.2
29.57,103.2
29.58,103.2
29.6,103.2
29.62,103.2
29.63,103.2
29.65,103.2
29.66,103.2
29.68,103.2
29.7,103.2
29.71,103.2
29.73,103.2
29.74,103.2
29.76,103.2
29.78,103.2
29.79,103.2
29.81,103.2
29.82,103.2
29.84,103.2
29.85,103.2
29.87,103.2
29.89,103.2
29.9,103.2
29.92,103.2
29.93,103.2
29.95,103.2
29.97,103.2
29.98,103.2
30.0,103.2
30.01,103.2
30.03,103.2
30.05,103.2
30.06,103.2
30.08,103.2
30.09,103.2
30.11,103.2
30.12,103.2
30.14,103.2
30.16,103.2
30.17,103.2
30.19,103.2
30.2,103.2
30.22,103.2
30.24,103.2
30.25,103.2
30.27,103.2
30.28,103.2
30.3,103.2
30.32,103.2
30.33,103.2
30.35,103.2
30.36,103.2
30.38,103.2
30.4,103.2
30.41,103.2
30.43,103.2
30.44,103.2
30.46,103.2
30.48,103.2
30.49,103.2
30.51,103.2
30.52,103.2
30.54,103.2
30.56,103.2
30.57,103.2
30.59,103.2
30.6,103.2
30.62,103.2
30.64,103.2
30.65,103.2
30.67,103.2
30.68,103.2
30.7,103.2
30.72,103.2
30.73,103.2
30.75,103.2
30.76,103.2
30.78,103.2
30.8,103.2
30.81,103.2
30.83,103.2
30.84,103.2
30.86,103.2
30.88,103.2
30.89,103.2
30.91,103.2
30.92,103.2
30.94,103.2
30.96,103.2
30.97,103.2
30.99,103.2
31.0,103.2
31.02,103.2
31.03,103.2
31.05,103.2
31.07,103.2
31.08,103.2
31.1,103.2
31.11,103.2
31.13,103.2
31.15,103.2
31.16,103.2
31.18,103.2
31.19,103.2
31.21,103.2
31.23,103.2
31.24,103.2
31.26,103.2
31.27,103.2
31.29,103.2
31.31,103.2
31.32,103.2
31.34,103.2
31.35,103.2
31.37,103.2
31.38,103.2
31.4,103.2
31.42,103.2
31.43,103.2
31.45,103.2
31.46,103.2
31.48,103.2
31.5,103.2
31.51,103.2
31.53,103.2
31.54,103.2
31.56,103.2
31.58,103.2
31.59,103.2
31.61,103.2
31.62,103.2
31.64,103.2
31.66,103.2
31.67,103.2
31.69,103.2
31.7,103.2
31.72,103.2
31.74,103.2
31.75,103.2
31.77,103.2
31.78,103.2
31.8,103.2
31.82,103.2
31.83,103.2
31.85,103.2
31.86,103.2
31.88,103.2
31.9,103.2
31.91,103.2
31.93,103.2
31.94,103.2
31.96,103.2
31.97,103.2
31.99,103.2
32.01,103.2
32.02,103.2
32.04,103.2
32.05,103.2
32.07,103.2
32.09,103.2
32.1,103.2
32.12,103.2
32.13,103.2
32.15,103.2
32.17,103.2
32.18,103.2
32.2,103.2
32.21,103.2
32.23,103.2
32.25,103.2
32.26,103.2
32.28,103.2
32.29,103.2
32.31,103.2
32.33,103.2
32.34,103.2
32.36,103.2
32.37,103.2
32.39,103.2
32.41,103.2
32.42,103.2
32.44,103.2
32.45,103.2
32.47,103.2
32.49,103.2
32.5,103.2
32.52,103.2
32.53,103.2
32.55,103.2
32.57,103.2
32.58,103.2
32.6,103.2
32.61,103.2
32.63,103.2
32.64,103.2
32.66,103.2
32.68,103.2
32.69,103.2
32.71,103.2
32.72,103.2
32.74,103.2
32.76,103.2
32.77,103.2
32.79,103.2
32.8,103.2
32.82,103.2
32.84,103.2
32.85,103.2
32.87,103.2
32.88,103.2
32.9,103.2
32.92,103.2
32.93,103.2
32.95,103.2
32.96,103.2
32.98,103.2
33.0,103.2
33.01,103.2
33.03,103.2
33.04,103.2
33.06,103.2
33.08,103.2
33.09,103.2
33.11,103.2
33.12,103.2
33.14,103.2
33.16,103.2
33.17,103.2
33.19,103.2
33.2,103.2
33.22,103.2
33.24,103.2
33.25,103.2
33.27,103.2
33.28,103.2
33.3,103.2
33.32,103.2
33.33,103.2
33.35,103.2
33.36,103.2
33.38,103.2
33.39,103.2
33.41,103.2
33.43,103.2
33.44,103.2
33.46,103.2
33.47,103.2
33.49,103.2
33.51,103.2
33.52,103.2
33.54,103.2
33.55,103.2
33.57,103.2
33.59,103.2
33.6,103.2
33.62,103.2
33.63,103.2
33.65,103.2
33.67,103.2
33.68,103.2
33.7,103.2
33.71,103.2
33.73,103.2
33.75,103.2
33.76,103.2
33.78,103.2
33.79,103.2
33.81,103.2
33.83,103.2
33.84,103.2
33.86,103.2
33.87,103.2
33.89,103.2
33.91,103.2
33.92,103.2
33.94,103.2
33.95,103.2
33.97,103.2
33.99,103.2
34.0,103.2
34.02,103.2
34.03,103.2
34.05,103.2
34.06,103.2
34.08,103.2
34.1,103.2
34.11,103.2
34.13,103.2
34.14,103.2
34.16,103.2
34.18,103.2
34.19,103.2
34.21,103.2
34.22,103.2
34.24,103.2
34.26,103.2
34.27,103.2
34.29,103.2
34.3,103.2
34.32,103.2
34.34,103.2
34.35,103.2
34.37,103.2
34.38,103.2
34.4,103.2
34.42,103.2
34.43,103.2
34.45,103.2
34.46,103.2
34.48,103.2
34.5,103.2
34.51,103.2
34.53,103.2
34.54,103.2
34.56,103.2
34.58,103.2
34.59,103.2
34.61,103.2
34.62,103.2
34.64,103.2
34.66,103.2
34.67,103.2
34.69,103.2
34.7,103.2
34.72,103.2
34.74,103.2
34.75,103.2
34.77,103.2
34.78,103.2
34.8,103.2
34.82,103.2
34.83,103.2
34.85,103.2
34.86,103.2
34.88,103.2
34.9,103.2
34.91,103.2
34.93,103.2
34.94,103.2
34.96,103.2
34.98,103.2
34.99,103.2
35.01,103.2
35.02,103.2
35.04,103.2
35.05,103.2
35.07,103.2
35.09,103.2
35.1,103.2
35.12,103.2
35.13,103.2
35.15,103.2
35.17,103.2
35.18,103.2
35.2,103.2
35.21,103.2
35.23,103.2
35.25,103.2
35.26,103.2
35.28,103.2
35.29,103.2
35.31,103.2
35.33,103.2
35.34,103.2
35.36,103.2
35.37,103.2
35.39,103.2
35.41,103.2
35.42,103.2
35.44,103.2
35.45,103.2
35.47,103.2
35.49,103.2
35.5,103.2
35.52,103.2
35.53,103.2
35.55,103.2
35.57,103.2
35.58,103.2
35.6,103.2
35.61,103.2
35.63,103.2
35.65,103.2
35.66,103.2
35.68,103.2
35.69,103.2
35.71,103.2
35.73,103.2
35.74,103.2
35.76,103.2
35.77,103.2
35.79,103.2
35.81,103.2
35.82,103.2
35.84,103.2
35.85,103.2
35.87,103.2
35.88,103.2
35.9,103.2
35.92,103.2
35.93,103.2
35.95,103.2
35.96,103.2
35.98,103.2
36.0,103.2
36.01,103.2
36.03,103.2
36.04,103.2
36.06,103.2
36.08,103.2
36.09,103.2
36.11,103.2
36.12,103.2
36.14,103.2
36.16,103.2
36.17,103.2
36.19,103.2
36.2,103.2
36.22,103.2
36.24,103.2
36.25,103.2
36.27,103.2
36.28,103.2
36.3,103.2
36.31,103.2
36.33,103.2
36.34,103.2
36.35,103.2
36.36,103.2
36.37,103.2
36.38,103.2
36.4,103.2
36.41,103.2
36.42,103.2
36.43,103.2
36.45,103.2
36.46,103.2
36.47,103.2
36.5,103.2
36.51,103.2
36.53,103.2
36.54,103.2
36.55,103.2
36.57,103.2
36.59,103.2
36.6,103.2
36.61,103.2
36.64,103.2
36.65,103.2
36.67,103.2
36.69,103.2
36.7,103.2
36.72,103.2
36.74,103.2
36.76,103.2
36.78,103.2
36.79,103.2
36.82,103.2
36.83,103.2
36.85,103.2
36.86,103.2
36.87,103.2
36.89,103.2
36.9,103.2
36.91,103.2
36.93,103.2
36.94,103.2
36.96,103.2
36.98,103.2
36.99,103.2
37.01,103.2
37.02,103.2
37.04,103.2
37.05,103.2
37.07,103.2
37.09,103.2
37.1,103.2
37.12,103.2
37.13,103.2
37.15,103.2
37.17,103.2
37.18,103.2
37.2,103.2
37.21,103.2
37.23,103.2
37.25,103.2
37.26,103.2
37.28,103.2
37.29,103.2
37.31,103.2
37.33,103.2
37.34,103.2
37.36,103.2
37.37,103.2
37.39,103.2
37.41,103.2
37.42,103.2
37.44,103.2
37.45,103.2
37.47,103.2
37.49,103.2
37.5,103.2
37.52,103.2
37.53,103.2
37.55,103.2
37.57,103.2
37.58,103.2
37.6,103.2
37.61,103.2
37.63,103.2
37.65,103.2
37.66,103.2
37.68,103.2
37.69,103.2
37.71,103.2
37.73,103.2
37.74,103.2
37.76,103.2
37.77,103.2
37.79,103.2
37.8,103.2
37.82,103.2
37.84,103.2
37.85,103.2
37.87,103.2
37.88,103.2
37.9,103.2
37.92,103.2
37.93,103.2
37.95,103.2
37.96,103.2
37.98,103.2
38.0,103.2
38.01,103.2
38.03,103.2
38.04,103.2
38.06,103.2
38.08,103.2
38.09,103.2
38.11,103.2
38.12,103.2
38.14,103.2
38.16,103.2
38.17,103.2
38.19,103.2
38.2,103.2
38.22,103.2
38.24,103.2
38.25,103.2
38.27,103.2
38.28,103.2
38.3,103.2
38.31,103.2
38.33,103.2
38.35,103.2
38.36,103.2
38.38,103.2
38.39,103.2
38.41,103.2
38.43,103.2
38.44,103.2
38.46,103.2
38.48,103.2
38.49,103.2
38.51,103.2
38.52,103.2
38.54,103.2
38.55,103.2
38.57,103.2
38.59,103.2
38.6,103.2
38.62,103.2
38.63,103.2
38.65,103.2
38.67,103.2
38.68,103.2
38.7,103.2
38.71,103.2
38.73,103.2
38.74,103.2
38.76,103.2
38.78,103.2
38.79,103.2
38.81,103.2
38.82,103.2
38.84,103.2
38.86,103.2
38.87,103.2
38.89,103.2
38.9,103.2
38.92,103.2
38.94,103.2
38.95,103.2
38.97,103.2
38.98,103.2
39.0,103.2
39.02,103.2
39.03,103.2
39.05,103.2
39.06,103.2
39.08,103.2
39.1,103.2
39.11,103.2
39.13,103.2
39.14,103.2
39.16,103.2
39.18,103.2
39.19,103.2
39.21,103.2
39.22,103.2
39.24,103.2
39.25,103.2
39.27,103.2
39.29,103.2
39.3,103.2
39.32,103.2
39.33,103.2
39.35,103.2
39.37,103.2
39.38,103.2
39.4,103.2
39.41,103.2
39.43,103.2
39.45,103.2
39.46,103.2
39.48,103.2
39.49,103.2
39.51,103.2
39.53,103.2
39.54,103.2
39.56,103.2
39.57,103.2
39.59,103.2
39.6,103.2
39.62,103.2
39.64,103.2
39.65,103.2
39.67,103.2
39.68,103.2
39.7,103.2
39.72,103.2
39.73,103.2
39.75,103.2
39.77,103.2
39.78,103.2
39.8,103.2
39.81,103.2
39.83,103.2
39.85,103.2
39.86,103.2
39.88,103.2
39.89,103.2
39.91,103.2
39.92,103.2
39.94,103.2
39.96,103.2
39.97,103.2
39.99,103.2
40.0,103.2
40.02,103.2
40.04,103.2
40.05,103.2
40.07,103.2
40.08,103.2
40.1,103.2
40.12,103.2
40.13,103.2
40.15,103.2
40.16,103.2
40.18,103.2
40.2,103.2
40.21,103.2
40.23,103.2
40.24,103.2
40.26,103.2
40.28,103.2
40.29,103.2
40.31,103.2
40.32,103.2
40.34,103.2
40.36,103.2
40.37,103.2
40.39,103.2
40.4,103.2
40.42,103.2
40.44,103.2
40.45,103.2
40.47,103.2
40.48,103.2
40.5,103.2
40.51,103.2
40.53,103.2
40.55,103.2
40.56,103.2
40.58,103.2
40.59,103.2
40.61,103.2
40.63,103.2
40.64,103.2
40.66,103.2
40.67,103.2
40.69,103.2
40.71,103.2
40.72,103.2
40.74,103.2
40.75,103.2
40.77,103.2
40.78,103.2
40.8,103.2
40.82,103.2
40.83,103.2
40.85,103.2
40.86,103.2
40.88,103.2
40.9,103.2
40.91,103.2
40.93,103.2
40.94,103.2
40.96,103.2
40.98,103.2
40.99,103.2
41.01,103.2
41.02,103.2
41.04,103.2
41.05,103.2
41.07,103.2
41.09,103.2
41.1,103.2
41.12,103.2
41.14,103.2
41.15,103.2
41.17,103.2
41.18,103.2
41.2,103.2
41.21,103.2
41.23,103.2
41.25,103.2
41.26,103.2
41.27,103.2
41.29,103.2
41.31,103.2
41.33,103.2
41.34,103.2
41.36,103.2
41.37,103.2
41.39,103.2
41.4,103.2
41.42,103.2
41.43,103.2
41.45,103.2
41.47,103.2
41.48,103.2
41.5,103.2
41.52,103.2
41.53,103.2
41.54,103.2
41.55,103.2
41.56,103.2
41.58,103.2
41.6,103.2
41.63,103.2
41.64,103.2
41.66,103.2
41.67,103.2
41.68,103.2
41.69,103.2
41.7,103.2
41.72,103.2
41.78,103.2
41.83,103.2
41.86,103.2
41.88,103.2
41.89,103.2
41.9,103.2
41.92,103.2
41.96,103.2
41.98,103.2
42.02,103.2
42.05,103.2
42.07,103.2
42.09,103.2
42.11,103.2
42.13,103.2
42.14,103.2
42.16,103.2
42.17,103.2
42.18,103.2
42.19,103.2
42.21,103.2
42.22,103.2
42.24,103.2
42.25,103.2
42.27,103.2
42.29,103.2
42.3,103.2
42.32,103.2
42.34,103.2
42.35,103.2
42.37,103.2
42.38,103.2
42.39,103.2
42.42,103.2
42.43,103.2
42.45,103.2
42.46,103.2
42.48,103.2
42.49,103.2
42.51,103.2
42.53,103.2
42.54,103.2
42.56,103.2
42.57,103.2
42.59,103.2
42.61,103.2
42.62,103.2
42.64,103.2
42.65,103.2
42.67,103.2
42.69,103.2
42.7,103.2
42.72,103.2
42.73,103.2
42.75,103.2
42.77,103.2
42.78,103.2
42.8,103.2
42.81,103.2
42.83,103.2
42.85,103.2
42.86,103.2
42.88,103.2
42.89,103.2
42.91,103.2
42.93,103.2
42.94,103.2
42.96,103.2
42.97,103.2
42.99,103.2
43.01,103.2
43.02,103.2
43.04,103.2
43.05,103.2
43.07,103.2
43.09,103.2
43.1,103.2
43.12,103.2
43.13,103.2
43.15,103.2
43.17,103.2
43.18,103.2
43.2,103.2
43.21,103.2
43.23,103.2
43.25,103.2
43.26,103.2
43.28,103.2
43.29,103.2
43.31,103.2
43.33,103.2
43.34,103.2
43.36,103.2
43.37,103.2
43.39,103.2
43.41,103.2
43.42,103.2
43.44,103.2
43.45,103.2
43.47,103.2
43.48,103.2
43.5,103.2
43.52,103.2
43.53,103.2
43.55,103.2
43.56,103.2
43.58,103.2
43.6,103.2
43.61,103.2
43.63,103.2
43.64,103.2
43.66,103.2
43.68,103.2
43.69,103.2
43.71,103.2
43.72,103.2
43.74,103.2
43.76,103.2
43.77,103.2
43.79,103.2
43.8,103.2
43.82,103.2
43.84,103.2
43.85,103.2
43.87,103.2
43.88,103.2
43.9,103.2
43.92,103.2
43.93,103.2
43.95,103.2
43.96,103.2
43.98,103.2
44.0,103.2
44.01,103.2
44.03,103.2
44.04,103.2
44.06,103.2
44.07,103.2
44.09,103.2
44.11,103.2
44.12,103.2
44.14,103.2
44.15,103.2
44.17,103.2
44.19,103.2
44.2,103.2
44.22,103.2
44.23,103.2
44.25,103.2
44.27,103.2
44.28,103.2
44.3,103.2
44.31,103.2
44.33,103.2
44.34,103.2
44.36,103.2
44.38,103.2
44.39,103.2
44.41,103.2
44.42,103.2
44.44,103.2
44.46,103.2
44.47,103.2
44.49,103.2
44.5,103.2
44.52,103.2
44.54,103.2
44.55,103.2
44.57,103.2
44.58,103.2
44.6,103.2
44.62,103.2
44.63,103.2
44.65,103.2
44.66,103.2
44.68,103.2
44.69,103.2
44.71,103.2
44.73,103.2
44.74,103.2
44.76,103.2
44.77,103.2
44.79,103.2
44.81,103.2
44.82,103.2
44.84,103.2
44.85,103.2
44.87,103.2
44.89,103.2
44.9,103.2
44.92,103.2
44.93,103.2
44.95,103.2
44.96,103.2
44.98,103.2
45.0,103.2
45.01,103.2
45.03,103.2
45.04,103.2
45.06,103.2
45.08,103.2
45.09,103.2
45.11,103.2
45.12,103.2
45.14,103.2
45.16,103.2
45.17,103.2
45.19,103.2
45.2,103.2
45.22,103.2
45.24,103.2
45.25,103.2
45.27,103.2
45.28,103.2
45.3,103.2
45.32,103.2
45.33,103.2
45.35,103.2
45.36,103.2
45.38,103.2
45.4,103.2
45.41,103.2
45.43,103.2
45.44,103.2
45.46,103.2
45.48,103.2
45.49,103.2
45.51,103.2
45.52,103.2
45.54,103.2
45.56,103.2
45.57,103.2
45.59,103.2
45.6,103.2
45.62,103.2
45.64,103.2
45.65,103.2
45.67,103.2
45.68,103.2
45.7,103.2
45.72,103.2
45.73,103.2
45.75,103.2
45.76,103.2
45.78,103.2
45.8,103.2
45.81,103.2
45.83,103.2
45.84,103.2
45.86,103.2
45.88,103.2
45.89,103.2
45.91,103.2
45.92,103.2
45.94,103.2
45.95,103.2
45.97,103.2
45.99,103.2
46.0,103.2
46.02,103.2
46.04,103.2
46.05,103.2
46.07,103.2
46.08,103.2
46.1,103.2
46.11,103.2
46.13,103.2
46.15,103.2
46.16,103.2
46.18,103.2
46.19,103.2
46.21,103.2
46.23,103.2
46.24,103.2
46.26,103.2
46.27,103.2
46.29,103.2
46.31,103.2
46.32,103.2
46.34,103.2
46.35,103.2
46.37,103.2
46.39,103.2
46.4,103.2
46.42,103.2
46.43,103.2
46.45,103.2
46.47,103.2
46.48,103.2
46.5,103.2
46.51,103.2
46.53,103.2
46.55,103.2
46.56,103.2
46.58,103.2
46.59,103.2
46.61,103.2
46.63,103.2
46.64,103.2
46.66,103.2
46.67,103.2
46.69,103.2
46.7,103.2
46.72,103.2
46.74,103.2
46.75,103.2
46.77,103.2
46.78,103.2
46.8,103.2
46.82,103.2
46.83,103.2
46.85,103.2
46.86,103.2
46.88,103.2
46.9,103.2
46.91,103.2
46.93,103.2
46.94,103.2
46.96,103.2
46.98,103.2
46.99,103.2
47.01,103.2
47.02,103.2
47.04,103.2
47.06,103.2
47.07,103.2
47.09,103.2
47.1,103.2
47.12,103.2
47.14,103.2
47.15,103.2
47.17,103.2
47.18,103.2
47.2,103.2
47.22,103.2
47.23,103.2
47.25,103.2
47.26,103.2
47.28,103.2
47.3,103.2
47.31,103.2
47.33,103.2
47.34,103.2
47.36,103.2
47.38,103.2
47.39,103.2
47.41,103.2
47.42,103.2
47.44,103.2
47.46,103.2
47.47,103.2
47.49,103.2
47.5,103.2
47.52,103.2
47.53,103.2
47.55,103.2
47.57,103.2
47.58,103.2
47.6,103.2
47.61,103.2
47.63,103.2
47.65,103.2
47.66,103.2
47.68,103.2
47.69,103.2
47.71,103.2
47.73,103.2
47.74,103.2
47.76,103.2
47.77,103.2
47.79,103.2
47.81,103.2
47.82,103.2
47.84,103.2
47.85,103.2
47.87,103.2
47.89,103.2
47.9,103.2
47.92,103.2
47.93,103.2
47.95,103.2
47.97,103.2
47.98,103.2
48.0,103.2
48.01,103.2
48.03,103.2
48.04,103.2
48.06,103.2
48.08,103.2
48.09,103.2
48.11,103.2
48.12,103.2
48.14,103.2
48.16,103.2
48.17,103.2
48.19,103.2
48.2,103.2
48.22,103.2
48.24,103.2
48.25,103.2
48.27,103.2
48.28,103.2
48.3,103.2
48.32,103.2
48.33,103.2
48.35,103.2
48.36,103.2
48.38,103.2
48.4,103.2
48.41,103.2
48.43,103.2
48.44,103.2
48.46,103.2
48.48,103.2
48.49,103.2
48.51,103.2
48.52,103.2
48.54,103.2
