Time,Cmax
7.49,103.23
7.5,103.23
7.51,103.23
7.52,103.23
7.53,103.23
7.54,103.23
7.55,103.23
7.56,103.23
7.57,103.23
7.58,103.23
7.59,103.23
7.6,103.23
7.61,103.23
7.62,103.23
7.63,103.23
7.64,103.23
7.65,103.23
7.66,103.23
7.67,103.23
7.68,103.23
7.69,103.23
7.7,103.23
7.71,103.23
7.72,103.23
7.73,103.23
7.74,103.23
7.76,103.23
7.77,103.23
7.78,103.23
7.79,103.23
7.8,103.23
7.81,103.23
7.82,103.23
7.83,103.23
7.84,103.23
7.85,103.23
7.86,103.23
7.87,103.23
7.88,103.23
7.89,103.23
7.9,103.23
7.91,103.23
7.92,103.23
7.93,103.23
7.94,103.23
7.95,103.23
7.96,103.23
7.97,103.23
7.98,103.23
7.99,103.23
8.0,103.23
8.01,103.23
8.02,103.23
8.03,103.23
8.04,103.23
8.05,103.23
8.06,103.23
8.07,103.23
8.08,103.23
8.09,103.23
8.1,103.23
8.11,103.23
8.12,103.23
8.13,103.23
8.14,103.23
8.15,103.23
8.16,103.23
8.18,103.23
8.19,103.23
8.2,103.23
8.21,103.23
8.22,103.23
8.23,103.23
8.24,103.23
8.25,103.23
8.26,103.23
8.27,103.23
8.28,103.23
8.29,103.23
8.3,103.23
8.31,103.23
8.32,103.23
8.33,103.23
8.34,103.23
8.37,103.23
8.38,103.23
8.4,103.23
8.41,103.23
8.42,103.23
8.43,103.23
8.44,103.23
8.47,103.23
8.49,103.23
8.5,103.23
8.51,103.23
8.52,103.23
8.53,103.23
8.54,103.23
8.55,103.23
8.56,103.23
8.57,103.23
8.58,103.23
8.59,103.23
8.6,103.23
8.61,103.23
8.62,103.23
8.63,103.23
8.64,103.23
8.65,103.23
8.66,103.23
8.67,103.23
8.68,103.23
8.7,103.23
8.71,103.23
8.72,103.23
8.73,103.23
8.74,103.22
8.75,103.22
8.76,103.22
8.77,103.22
8.78,103.22
8.79,103.22
8.8,103.22
8.81,103.22
8.83,103.22
8.84,103.22
8.85,103.22
8.86,103.22
8.87,103.22
8.88,103.22
8.89,103.22
8.9,103.22
8.91,103.22
8.92,103.22
8.93,103.22
8.94,103.22
8.95,103.22
8.96,103.22
8.98,103.22
8.99,103.22
9.0,103.22
9.01,103.22
9.02,103.22
9.03,103.22
9.04,103.22
9.05,103.22
9.06,103.22
9.07,103.22
9.08,103.22
9.09,103.22
9.1,103.22
9.12,103.22
9.13,103.22
9.14,103.22
9.15,103.22
9.16,103.22
9.17,103.22
9.18,103.22
9.2,103.22
9.21,103.22
9.23,103.22
9.24,103.22
9.29,103.22
9.32,103.22
9.34,103.22
9.35,103.22
9.36,103.22
9.37,103.22
9.38,103.22
9.39,103.2
9.4,103.2
9.41,103.2
9.42,103.2
9.43,103.2
9.44,103.2
9.45,103.2
9.47,103.2
9.48,103.2
9.49,103.2
9.5,103.2
9.51,103.2
9.52,103.2
9.53,103.2
9.54,103.2
9.55,103.2
9.56,103.2
9.57,103.2
9.58,103.2
9.59,103.2
9.6,103.2
9.61,103.2
9.62,103.2
9.63,103.2
9.64,103.2
9.65,103.2
9.66,103.2
9.68,103.2
9.69,103.2
9.7,103.2
9.71,103.2
9.72,103.2
9.73,103.2
9.75,103.2
9.77,103.2
9.79,103.2
9.8,103.2
9.81,103.2
9.82,103.2
9.83,103.2
9.87,103.2
9.88,103.2
9.89,103.2
9.9,103.2
9.92,103.2
9.93,103.2
9.94,103.2
9.95,103.2
9.96,103.2
9.97,103.2
9.98,103.2
9.99,103.2
10.0,103.2
10.01,103.2
10.02,103.2
10.03,103.2
10.04,103.2
10.05,103.2
10.07,103.2
10.08,103.2
10.09,103.2
10.1,103.2
10.11,103.2
10.12,103.2
10.13,103.2
10.14,103.2
10.15,103.2
10.16,103.2
10.17,103.2
10.18,103.2
10.19,103.2
10.2,103.2
10.21,103.2
10.22,103.2
10.23,103.2
10.25,103.2
10.26,103.2
10.27,103.2
10.28,103.2
10.29,103.2
10.3,103.2
10.31,103.2
10.32,103.2
10.33,103.2
10.35,103.2
10.36,103.2
10.38,103.2
10.4,103.2
10.41,103.2
10.42,103.2
10.43,103.2
10.44,103.2
10.45,103.2
10.46,103.2
10.47,103.2
10.48,103.2
10.49,103.2
10.5,103.2
10.51,103.2
10.52,103.2
10.53,103.2
10.54,103.2
10.55,103.2
10.57,103.2
10.58,103.2
10.59,103.2
10.6,103.2
10.61,103.2
10.62,103.2
10.63,103.2
10.64,103.2
10.65,103.2
10.66,103.2
10.67,103.2
10.68,103.2
10.69,103.2
10.7,103.2
10.71,103.2
10.73,103.2
10.74,103.2
10.75,103.2
10.76,103.2
10.77,103.2
10.78,103.2
10.79,103.2
10.8,103.2
10.81,103.2
10.82,103.2
10.83,103.2
10.84,103.2
10.85,103.2
10.86,103.2
10.88,103.2
10.89,103.2
10.9,103.2
10.91,103.2
10.92,103.2
10.94,103.2
10.95,103.2
10.96,103.2
10.97,103.2
10.98,103.2
10.99,103.2
11.0,103.2
11.01,103.2
11.02,103.2
11.03,103.2
11.04,103.2
11.05,103.2
11.07,103.2
11.08,103.2
11.09,103.2
11.1,103.2
11.11,103.2
11.12,103.2
11.13,103.2
11.14,103.2
11.15,103.2
11.16,103.2
11.17,103.2
11.18,103.2
11.19,103.2
11.2,103.2
11.21,103.2
11.22,103.2
11.23,103.2
11.24,103.2
11.26,103.2
11.27,103.2
11.28,103.2
11.29,103.2
11.3,103.2
11.31,103.2
11.32,103.2
11.33,103.2
11.35,103.2
11.37,103.2
11.38,103.2
11.39,103.2
11.4,103.2
11.41,103.2
11.42,103.2
11.43,103.2
11.44,103.2
11.45,103.2
11.46,103.2
11.47,103.2
11.48,103.2
11.49,103.2
11.5,103.2
11.51,103.2
11.52,103.2
11.53,103.2
11.54,103.2
11.56,103.2
11.57,103.2
11.58,103.2
11.59,103.2
11.6,103.2
11.61,103.2
11.62,103.2
11.63,103.2
11.64,103.2
11.65,103.2
11.66,103.2
11.68,103.2
11.69,103.2
11.7,103.2
11.71,103.2
11.72,103.2
11.73,103.2
11.74,103.2
11.75,103.2
11.76,103.2
11.77,103.2
11.78,103.2
11.79,103.2
11.8,103.2
11.81,103.2
11.82,103.2
11.84,103.2
11.85,103.2
11.86,103.2
11.87,103.2
11.88,103.2
11.89,103.2
11.9,103.2
11.91,103.2
11.92,103.2
11.93,103.2
11.94,103.2
11.95,103.2
11.96,103.2
11.97,103.2
11.98,103.2
11.99,103.2
12.0,103.2
12.02,103.2
12.03,103.2
12.04,103.2
12.05,103.2
12.06,103.2
12.07,103.2
12.08,103.2
12.09,103.2
12.1,103.2
12.11,103.2
12.12,103.2
12.13,103.2
12.14,103.2
12.15,103.2
12.17,103.2
12.18,103.2
12.19,103.2
12.2,103.2
12.21,103.2
12.22,103.2
12.23,103.2
12.24,103.2
12.25,103.2
12.26,103.2
12.27,103.2
12.28,103.2
12.29,103.2
12.3,103.2
12.31,103.2
12.32,103.2
12.33,103.2
12.34,103.2
12.35,103.2
12.37,103.2
12.38,103.2
12.39,103.2
12.4,103.2
12.41,103.2
12.42,103.2
12.43,103.2
12.44,103.2
12.46,103.2
12.48,103.2
12.49,103.2
12.5,103.2
12.51,103.2
12.53,103.2
12.54,103.2
12.55,103.2
12.56,103.2
12.57,103.2
12.58,103.2
12.59,103.2
12.6,103.2
12.61,103.2
12.62,103.2
12.63,103.2
12.64,103.2
12.65,103.2
12.66,103.2
12.67,103.2
12.68,103.2
12.7,103.2
12.71,103.2
12.72,103.2
12.73,103.2
12.74,103.2
12.75,103.2
12.76,103.2
12.77,103.2
12.78,103.2
12.79,103.2
12.8,103.2
12.81,103.2
12.82,103.2
12.83,103.2
12.84,103.2
12.85,103.2
12.86,103.2
12.87,103.2
12.88,103.2
12.9,103.2
12.91,103.2
12.92,103.2
12.93,103.2
12.94,103.2
12.95,103.2
12.96,103.2
12.97,103.2
12.98,103.2
12.99,103.2
13.0,103.2
13.01,103.2
13.02,103.2
13.03,103.2
13.04,103.2
13.06,103.2
13.07,103.2
13.08,103.2
13.09,103.2
13.11,103.2
13.12,103.2
13.13,103.2
13.14,103.2
13.15,103.2
13.17,103.2
13.18,103.2
13.19,103.2
13.2,103.2
13.21,103.2
13.22,103.2
13.23,103.2
13.24,103.2
13.25,103.2
13.26,103.2
13.27,103.2
13.28,103.2
13.29,103.2
13.3,103.2
13.31,103.2
13.33,103.2
13.34,103.2
13.35,103.2
13.36,103.2
13.37,103.2
13.38,103.2
13.39,103.2
13.4,103.2
13.41,103.2
13.42,103.2
13.43,103.2
13.44,103.2
13.45,103.2
13.46,103.2
13.47,103.2
13.48,103.2
13.5,103.2
13.51,103.2
13.52,103.2
13.54,103.2
13.55,103.2
13.56,103.2
13.57,103.2
13.58,103.2
13.59,103.2
13.61,103.2
13.62,103.2
13.63,103.2
13.64,103.2
13.65,103.2
13.66,103.2
13.67,103.2
13.68,103.2
13.69,103.2
13.7,103.2
13.71,103.2
13.72,103.2
13.73,103.2
13.74,103.2
13.75,103.2
13.76,103.2
13.77,103.2
13.79,103.2
13.8,103.2
13.81,103.2
13.82,103.2
13.83,103.2
13.84,103.2
13.85,103.2
13.86,103.2
13.87,103.2
13.88,103.2
13.89,103.2
13.9,103.2
13.91,103.2
13.93,103.2
13.94,103.2
13.95,103.2
13.96,103.2
13.97,103.2
13.98,103.2
13.99,103.2
14.0,103.2
14.01,103.2
14.02,103.2
14.03,103.2
14.05,103.2
14.06,103.2
14.07,103.2
14.08,103.2
14.09,103.2
14.1,103.2
14.11,103.2
14.12,103.2
14.13,103.2
14.15,103.2
14.16,103.2
14.17,103.2
14.18,103.2
14.19,103.2
14.2,103.2
14.21,103.2
14.22,103.2
14.23,103.2
14.24,103.2
14.26,103.2
14.27,103.2
14.28,103.2
14.29,103.2
14.3,103.2
14.31,103.2
14.32,103.2
14.33,103.2
14.34,103.2
14.35,103.2
14.36,103.2
14.37,103.2
14.38,103.2
14.39,103.2
14.4,103.2
14.41,103.2
14.42,103.2
14.43,103.2
14.44,103.2
14.45,103.2
14.46,103.2
14.47,103.2
14.48,103.2
14.5,103.2
14.51,103.2
14.52,103.2
14.53,103.2
14.54,103.2
14.55,103.2
14.56,103.2
14.57,103.2
14.58,103.2
14.59,103.2
14.6,103.2
14.61,103.2
14.62,103.2
14.63,103.2
14.64,103.2
14.65,103.2
14.66,103.2
14.67,103.2
14.68,103.2
14.69,103.2
14.7,103.2
14.71,103.2
14.72,103.2
14.73,103.2
14.74,103.2
14.75,103.2
14.76,103.2
14.77,103.2
14.78,103.2
14.79,103.2
14.8,103.2
14.81,103.2
14.83,103.2
14.84,103.2
14.85,103.2
14.86,103.2
14.87,103.2
14.88,103.2
14.89,103.2
14.91,103.2
14.92,103.2
14.93,103.2
14.94,103.2
14.95,103.2
14.96,103.2
14.97,103.2
14.98,103.2
14.99,103.2
15.0,103.2
15.01,103.2
15.02,103.2
15.03,103.2
15.04,103.2
15.05,103.2
15.06,103.2
15.07,103.2
15.09,103.2
15.1,103.2
15.11,103.2
15.12,103.2
15.13,103.2
15.14,103.2
15.15,103.2
15.16,103.2
15.17,103.2
15.18,103.2
15.19,103.2
15.2,103.2
15.21,103.2
15.22,103.2
15.23,103.2
15.24,103.2
15.25,103.2
15.26,103.2
15.27,103.2
15.28,103.2
15.29,103.2
15.3,103.2
15.31,103.2
15.32,103.2
15.33,103.2
15.34,103.2
15.35,103.2
15.36,103.2
15.37,103.2
15.38,103.2
15.39,103.2
15.4,103.2
15.41,103.2
15.42,103.2
15.43,103.2
15.44,103.2
15.45,103.2
15.46,103.2
15.47,103.2
15.48,103.2
15.49,103.2
15.5,103.2
15.52,103.2
15.53,103.2
15.54,103.2
15.55,103.2
15.56,103.2
15.57,103.2
15.58,103.2
15.59,103.2
15.6,103.2
15.61,103.2
15.62,103.2
15.63,103.2
15.64,103.2
15.66,103.2
15.67,103.2
15.69,103.2
15.7,103.2
15.71,103.2
15.72,103.2
15.73,103.2
15.74,103.2
15.75,103.2
15.76,103.2
15.78,103.2
15.79,103.2
15.8,103.2
15.81,103.2
15.82,103.2
15.83,103.2
15.84,103.2
15.85,103.2
15.86,103.2
15.87,103.2
15.88,103.2
15.89,103.2
15.9,103.2
15.91,103.2
15.92,103.2
15.93,103.2
15.94,103.2
15.95,103.2
15.96,103.2
15.98,103.2
15.99,103.2
16.0,103.2
16.01,103.2
16.02,103.2
16.04,103.2
16.06,103.2
16.07,103.2
16.09,103.2
16.1,103.2
16.12,103.2
16.14,103.2
16.15,103.2
16.17,103.2
16.18,103.2
16.2,103.2
16.21,103.2
16.22,103.2
16.23,103.2
16.25,103.2
16.26,103.2
16.28,103.2
16.29,103.2
16.31,103.2
16.33,103.2
16.34,103.2
16.36,103.2
16.37,103.2
16.39,103.2
16.41,103.2
16.42,103.2
16.44,103.2
16.45,103.2
16.47,103.2
16.49,103.2
16.5,103.2
16.52,103.2
16.53,103.2
16.55,103.2
16.57,103.2
16.58,103.2
16.6,103.2
16.61,103.2
16.63,103.2
16.65,103.2
16.66,103.2
16.68,103.2
16.69,103.2
16.71,103.2
16.72,103.2
16.74,103.2
16.76,103.2
16.77,103.2
16.79,103.2
16.8,103.2
16.82,103.2
16.84,103.2
16.85,103.2
16.87,103.2
16.88,103.2
16.89,103.2
16.9,103.2
16.91,103.2
16.92,103.2
16.93,103.2
16.95,103.2
16.96,103.2
16.98,103.2
17.0,103.2
17.01,103.2
17.03,103.2
17.04,103.2
17.06,103.2
17.08,103.2
17.09,103.2
17.11,103.2
17.12,103.2
17.14,103.2
17.16,103.2
17.17,103.2
17.19,103.2
17.2,103.2
17.22,103.2
17.24,103.2
17.25,103.2
17.27,103.2
17.28,103.2
17.3,103.2
17.31,103.2
17.33,103.2
17.35,103.2
17.36,103.2
17.38,103.2
17.39,103.2
17.41,103.2
17.43,103.2
17.44,103.2
17.46,103.2
17.47,103.2
17.49,103.2
17.51,103.2
17.52,103.2
17.54,103.2
17.55,103.2
17.57,103.2
17.58,103.2
17.6,103.2
17.62,103.2
17.63,103.2
17.65,103.2
17.66,103.2
17.68,103.2
17.7,103.2
17.71,103.2
17.73,103.2
17.74,103.2
17.76,103.2
17.78,103.2
17.79,103.2
17.81,103.2
17.82,103.2
17.84,103.2
17.86,103.2
17.87,103.2
17.89,103.2
17.9,103.2
17.92,103.2
17.94,103.2
17.95,103.2
17.97,103.2
17.98,103.2
18.0,103.2
18.02,103.2
18.03,103.2
18.05,103.2
18.06,103.2
18.08,103.2
18.09,103.2
18.11,103.2
18.13,103.2
18.14,103.2
18.16,103.2
18.17,103.2
18.19,103.2
18.21,103.2
18.22,103.2
18.24,103.2
18.25,103.2
18.27,103.2
18.29,103.2
18.3,103.2
18.32,103.2
18.33,103.2
18.35,103.2
18.37,103.2
18.38,103.2
18.4,103.2
18.41,103.2
18.43,103.2
18.45,103.2
18.46,103.2
18.48,103.2
18.49,103.2
18.51,103.2
18.53,103.2
18.54,103.2
18.56,103.2
18.57,103.2
18.59,103.2
18.6,103.2
18.62,103.2
18.64,103.2
18.65,103.2
18.67,103.2
18.68,103.2
18.7,103.2
18.72,103.2
18.73,103.2
18.75,103.2
18.76,103.2
18.78,103.2
18.8,103.2
18.81,103.2
18.83,103.2
18.84,103.2
18.86,103.2
18.88,103.2
18.89,103.2
18.91,103.2
18.92,103.2
18.94,103.2
18.95,103.2
18.97,103.2
18.99,103.2
19.0,103.2
19.02,103.2
19.03,103.2
19.05,103.2
19.07,103.2
19.08,103.2
19.1,103.2
19.11,103.2
19.13,103.2
19.15,103.2
19.16,103.2
19.18,103.2
19.19,103.2
19.21,103.2
19.23,103.2
19.24,103.2
19.26,103.2
19.27,103.2
19.29,103.2
19.31,103.2
19.32,103.2
19.34,103.2
19.35,103.2
19.37,103.2
19.39,103.2
19.4,103.2
19.42,103.2
19.43,103.2
19.45,103.2
19.46,103.2
19.48,103.2
19.5,103.2
19.51,103.2
19.53,103.2
19.54,103.2
19.56,103.2
19.58,103.2
19.59,103.2
19.61,103.2
19.62,103.2
19.64,103.2
19.66,103.2
19.67,103.2
19.69,103.2
19.7,103.2
19.72,103.2
19.74,103.2
19.75,103.2
19.77,103.2
19.78,103.2
19.8,103.2
19.82,103.2
19.83,103.2
19.85,103.2
19.86,103.2
19.88,103.2
19.89,103.2
19.91,103.2
19.93,103.2
19.94,103.2
19.96,103.2
19.98,103.2
19.99,103.2
20.01,103.2
20.02,103.2
20.04,103.2
20.05,103.2
20.07,103.2
20.09,103.2
20.1,103.2
20.12,103.2
20.13,103.2
20.15,103.2
20.17,103.2
20.18,103.2
20.2,103.2
20.21,103.2
20.23,103.2
20.25,103.2
20.26,103.2
20.28,103.2
20.29,103.2
20.31,103.2
20.33,103.2
20.34,103.2
20.36,103.2
20.37,103.2
20.39,103.2
20.41,103.2
20.42,103.2
20.44,103.2
20.45,103.2
20.47,103.2
20.49,103.2
20.5,103.2
20.52,103.2
20.53,103.2
20.55,103.2
20.56,103.2
20.58,103.2
20.6,103.2
